Nav And Sales Load | MUTUAL FUNDS ASSOCIATION OF PAKISTAN

---

## NAV / Daily Prices Announcement

Report Time: 11:33:18 AM Report Date: Apr 28, 2026

AMC :

Fund :

From :

To :

Search Reset

| Sector | AMC | Fund | Category | Inception Date | Offer | Repurchase | NAV | Validity Date | Front-end | Back-end | Contingent | Market | Trustee |
| Open-End Funds | Al Meezan Investment Management Limited | Meezan Asset Allocation Fund | Shariah Compliant Asset Allocation | Apr 18, 2016 | 115.5289 | 111.6761 | 111.6761 | Apr 27, 2026 | 0.2 | 0 | 0 | 0.00000 | CDC |
| Open-End Funds | Al Meezan Investment Management Limited | Meezan Balanced Fund | Shariah Compliant Balanced | Dec 20, 2004 | 28.0770 | 27.4458 | 27.4458 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Open-End Funds | Al Meezan Investment Management Limited | Meezan Capital Protected Fund III (Meezan Capital Secure Plan I) | Shariah Compliant Capital Protected | Mar 12, 2026 | 51.4703 | 49.7538 | 49.7538 | Apr 27, 2026 | 3 | 0 | 0 | 0.00000 | CDC |
| Open-End Funds | Al Meezan Investment Management Limited | Meezan Cash Fund | Shariah Compliant Money Market | Jun 15, 2009 | 55.4386 | 55.4386 | 55.4386 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Open-End Funds | Al Meezan Investment Management Limited | Meezan Daily Income Fund (MDIP I) | Shariah Compliant Income | Sep 13, 2021 | 50.5750 | 50.0000 | 50.0000 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Open-End Funds | Al Meezan Investment Management Limited | Meezan Daily Income Fund (Meezan Mahana Munafa Plan) | Shariah Compliant Income | Oct 29, 2022 | 50.0000 | 50.0000 | 50.0000 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Open-End Funds | Al Meezan Investment Management Limited | Meezan Daily Income Fund (Meezan Munafa Plan I) | Shariah Compliant Income | Aug 29, 2023 | 55.0640 | 54.4380 | 54.4380 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Open-End Funds | Al Meezan Investment Management Limited | Meezan Daily Income Fund (Meezan Sehl Account Plan) (MSHP) | Shariah Compliant Income | Jun 19, 2023 | 53.8840 | 53.8840 | 53.8840 | Apr 28, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Open-End Funds | Al Meezan Investment Management Limited | Meezan Daily Income Fund (Meezan Super Saver Plan) (MSSP) | Shariah Compliant Income | Apr 22, 2024 | 54.0779 | 54.0779 | 54.0779 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Dedicated Equity Funds | Al Meezan Investment Management Limited | Meezan Dedicated Equity Fund | Shariah Compliant Dedicated Equity | Oct 06, 2017 | 94.3900 | 91.2422 | 91.2422 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Open-End Funds | Al Meezan Investment Management Limited | Meezan Dynamic Asset Allocation Fund (Meezan Dividend Yield Plan) | Shariah Compliant Asset Allocation | Aug 28, 2024 | 88.5807 | 86.5892 | 86.5892 | Apr 27, 2026 | 2 | 0 | 0 | 0.00000 | CDC |
| Open-End Funds | Al Meezan Investment Management Limited | Meezan Energy Fund | Shariah Compliant Equity | Nov 30, 2016 | 64.1583 | 62.0187 | 62.0187 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
| Open-End Funds | Al Meezan Investment Management Limited | Meezan Financial Planning Fund of Funds (Aggressive) | Shariah Compliant Fund of Funds | Apr 12, 2013 | 183.3166 | 179.1952 | 179.1952 | Apr 27, 2026 | 0 | 0 | 0 | 0.00000 | CDC |
